ensembl_gene_id	external_gene_id	entrezgene	chromosome_name	start_position	end_position	strand
ENSG00000237645	RP11-521A24.1	NA	3	173362021	173362501	1
ENSG00000228213	NLGN1-AS1	NA	3	173628288	173638586	-1
ENSG00000252982	RN7SKP234	NA	3	173775431	173775654	1
ENSG00000232601	RP11-393N4.1	NA	3	174020734	174021077	-1
ENSG00000213169	RP11-393N4.2	NA	3	174095034	174095795	1
ENSG00000177694	NAALADL2	254827	3	174156363	175523428	1
ENSG00000253020	RN7SKP40	NA	3	174349613	174349892	1
ENSG00000230497	RP11-432A8.2	NA	3	174777151	174777821	-1
ENSG00000230292	NAALADL2-AS3	100862679	3	174797097	174833032	-1
ENSG00000226779	NAALADL2-AS2	NA	3	174952651	174988885	-1
ENSG00000264974	MIR4789	100616395	3	175087329	175087410	1
ENSG00000199792	RNU6-1233P	NA	3	175115036	175115137	-1
ENSG00000201648	RNU4-91P	NA	3	175327267	175327401	1
ENSG00000236241	RP11-744O11.2	NA	3	175392875	175394589	-1
ENSG00000214192	UBE2V1P2	NA	3	175436019	175436458	-1
ENSG00000271842	snoU13	NA	3	175457059	175457164	1
ENSG00000201452	RNU6-1317P	NA	3	175485346	175485449	1
ENSG00000225552	NAALADL2-AS1	NA	3	175490933	175494121	-1
ENSG00000273193	RP11-523G9.3	NA	3	175527552	175528340	1
ENSG00000260217	RP11-809F4.3	NA	3	175656717	175658825	-1
ENSG00000230362	RP11-809F4.2	NA	3	175695285	175696358	-1
ENSG00000236357	EI24P1	NA	3	175785830	175786696	-1
ENSG00000271413	RP11-809F4.4	NA	3	175786895	175787040	1
ENSG00000238026	RP11-78E6.1	NA	3	175831490	175832325	-1
ENSG00000223715	RP11-71G7.1	100505547	3	176321931	176353320	-1
ENSG00000232461	RP11-644C3.1	NA	3	176361729	176585626	-1
ENSG00000252302	RNA5SP147	NA	3	176481021	176481129	1
ENSG00000228308	RP11-255G21.1	101928684	3	176531943	176534789	-1
ENSG00000231888	MTND5P15	NA	3	176728507	176728855	-1
ENSG00000177565	TBL1XR1	79718	3	176737143	176915261	-1
ENSG00000231310	TBL1XR1-AS1	NA	3	176762649	176765711	1
ENSG00000201343	Y_RNA	NA	3	176838479	176838588	-1
ENSG00000200882	RNU6-681P	NA	3	176843805	176843908	-1
ENSG00000203645	LINC00501	100820709	3	177012230	177041206	1
ENSG00000236893	ASS1P7	NA	3	177014949	177016174	-1
ENSG00000226782	RP11-706D8.3	NA	3	177055416	177066954	-1
ENSG00000228221	LINC00578	100505566	3	177159709	177470093	1
ENSG00000252028	RN7SKP52	NA	3	177221091	177221340	-1
ENSG00000236385	RP11-114M1.2	NA	3	177339170	177346075	-1
ENSG00000200288	SNORA18	NA	3	177342070	177342197	-1
ENSG00000228561	RP11-114M1.1	NA	3	177401415	177409038	1
ENSG00000231574	RP11-91K9.1	NA	3	177534653	177617012	1
ENSG00000225790	RP11-2L8.1	NA	3	177652611	177655450	1
ENSG00000270321	RP11-2L8.2	NA	3	177671854	177677586	-1
ENSG00000199858	RNU6-1120P	NA	3	177725460	177725567	-1
ENSG00000223930	RP11-33A14.1	NA	3	177919838	178103205	-1
ENSG00000197584	KCNMB2	10242	3	177990720	178562217	1
ENSG00000223941	LINC01014	100874330	3	178136989	178175097	1
ENSG00000252336	RNA5SP148	NA	3	178146985	178147078	-1
ENSG00000271131	RP11-33A14.3	NA	3	178211115	178211598	-1
ENSG00000237978	RP11-385J1.2	NA	3	178244293	178578193	-1
ENSG00000172667	ZMAT3	64393	3	178735011	178790067	-1
ENSG00000200616	Y_RNA	NA	3	178815519	178815628	1
ENSG00000229102	RP11-360P21.2	101928739	3	178819154	178865761	-1
ENSG00000121879	PIK3CA	5290	3	178865902	178957881	1
ENSG00000201957	SNORA25	NA	3	178886871	178886998	-1
ENSG00000272700	RP11-245C23.3	NA	3	178954479	178955163	-1
ENSG00000171121	KCNMB3	27094	3	178957530	178984790	-1
ENSG00000240429	LRRFIP1P1	NA	3	178976816	178979061	-1
ENSG00000121864	ZNF639	51193	3	179040779	179053323	1
ENSG00000273190	RP11-255C15.4	NA	3	179055910	179056371	1
ENSG00000260743	RP11-255C15.3	NA	3	179058110	179059675	1
ENSG00000171109	MFN1	55669	3	179065480	179112719	1
ENSG00000269728	RP11-145M9.4	NA	3	179113877	179115965	-1
ENSG00000242539	AC007620.3	NA	3	179114749	179116979	1
ENSG00000114450	GNB4	59345	3	179116990	179169378	-1
ENSG00000272699	RP11-145M9.5	NA	3	179123236	179123732	1
ENSG00000239255	RP11-145M9.2	NA	3	179170183	179170207	-1
ENSG00000181260	MTHFD2P7	NA	3	179182134	179183116	1
ENSG00000136518	ACTL6A	86	3	179280668	179306196	1
ENSG00000272910	RP11-15L13.4	NA	3	179301050	179301550	-1
ENSG00000272660	RP11-145M9.6	NA	3	179302059	179302198	-1
ENSG00000136522	MRPL47	57129	3	179306073	179322442	-1
ENSG00000136521	NDUFB5	4711	3	179322478	179345435	1
ENSG00000239096	snoU13	NA	3	179332563	179332666	-1
ENSG00000213165	AC090425.1	NA	3	179343366	179345434	1
ENSG00000243977	RP11-473P24.2	NA	3	179367282	179367988	-1
ENSG00000058056	USP13	8975	3	179370543	179507189	1
ENSG00000114757	PEX5L	51555	3	179512746	179754841	-1
ENSG00000270178	RP11-494H4.3	NA	3	179521851	179522154	1
ENSG00000243799	PEX5L-AS1	NA	3	179593164	179599397	1
ENSG00000244302	PEX5L-AS2	101928790	3	179616017	179639683	1
ENSG00000201822	RNA5SP149	NA	3	179879674	179879765	-1
ENSG00000213158	GAPDHP36	NA	3	179918924	179930896	1
ENSG00000239880	RP11-420J11.1	NA	3	180040895	180042847	1
ENSG00000241696	RP11-420J11.2	100505609	3	180131962	180140294	1
ENSG00000201810	U8	NA	3	180260489	180260624	1
ENSG00000239774	RP11-496B10.3	NA	3	180284506	180319723	-1
ENSG00000199986	RNU6-486P	NA	3	180298845	180298951	1
ENSG00000241946	RP11-496B10.1	NA	3	180307675	180307835	-1
ENSG00000163728	TTC14	151613	3	180319918	180335616	1
ENSG00000145075	CCDC39	101928882	3	180320646	180588793	-1
ENSG00000145075	CCDC39	339829	3	180320646	180588793	-1
ENSG00000243187	CCDC39-AS1	NA	3	180397872	180418237	1
ENSG00000242811	RN7SL229P	NA	3	180454196	180454491	-1
ENSG00000242068	RP11-259P15.4	NA	3	180490538	180491702	-1
ENSG00000241473	RP11-259P15.3	NA	3	180538332	180539400	1
ENSG00000239516	FLYWCH1P1	NA	3	180545765	180547638	-1
ENSG00000114416	FXR1	8087	3	180585929	180700541	1
ENSG00000213157	RP11-259P15.1	NA	3	180605465	180605863	-1
ENSG00000205981	DNAJC19	131118	3	180701497	180707562	-1
ENSG00000242808	SOX2-OT	347689	3	180707558	181554668	1
ENSG00000242140	RP11-262M14.2	NA	3	180864021	180864251	1
ENSG00000206932	RNU6-4P	101954271	3	180949525	180949631	1
ENSG00000206932	RNU6-4P	26827	3	180949525	180949631	1
ENSG00000206932	RNU6-4P	26826	3	180949525	180949631	1
ENSG00000237806	FAUP2	NA	3	180960133	180960689	-1
ENSG00000241231	RP11-275H4.1	NA	3	181138846	181160274	-1
ENSG00000235294	RPL7AP25	NA	3	181222863	181223667	-1
ENSG00000239381	RP11-4B14.3	NA	3	181251965	181253669	-1
ENSG00000181449	SOX2	6657	3	181429714	181432221	1
ENSG00000266317	RN7SL703P	NA	3	181531189	181531488	1
ENSG00000199839	RNA5SP150	NA	3	181540660	181540778	-1
ENSG00000239805	RP11-252O18.2	NA	3	181565314	181565673	-1
ENSG00000213155	RP11-252O18.3	NA	3	181584139	181584942	-1
ENSG00000242512	RP11-416O18.1	100996490	3	181670131	181728466	1
ENSG00000252257	RN7SKP265	NA	3	181686247	181686469	1
ENSG00000240478	RP11-416O18.2	NA	3	181839672	181859925	1
ENSG00000242012	RP11-338L18.1	NA	3	182082935	182086044	1
ENSG00000241098	RP11-139K4.1	401103	3	182164758	182204152	-1
ENSG00000244199	RP11-139K4.4	NA	3	182178205	182178860	-1
ENSG00000244247	RP11-139K4.2	NA	3	182216052	182224912	-1
ENSG00000228766	RPL7L1P8	NA	3	182328462	182329202	1
ENSG00000238837	RP11-646E18.2	NA	3	182362002	182373668	1
ENSG00000243378	RP11-646E18.3	NA	3	182409716	182410073	1
ENSG00000260377	RP11-646E18.4	NA	3	182457457	182458636	-1
ENSG00000240063	RP11-225N10.1	NA	3	182501024	182511182	-1
ENSG00000058063	ATP11B	23200	3	182511288	182639423	1
ENSG00000270554	RP11-225N10.3	NA	3	182561309	182562407	-1
ENSG00000273261	RP11-531F16.4	NA	3	182639028	182639726	-1
ENSG00000043093	DCUN1D1	54165	3	182655862	182703741	-1
ENSG00000244346	RP11-531F16.3	NA	3	182668571	182674095	-1
ENSG00000078070	MCCC1	56922	3	182733006	182833863	-1
ENSG00000243368	MCCC1-AS1	NA	3	182734043	182735596	1
ENSG00000078081	LAMP3	27074	3	182840001	182881627	-1
ENSG00000053524	MCF2L2	23101	3	182895831	183146566	-1
ENSG00000176597	B3GNT5	101928934	3	182971032	183016292	1
ENSG00000176597	B3GNT5	84002	3	182971032	183016292	1
ENSG00000202502	RNA5SP151	NA	3	182976088	182976204	-1
ENSG00000240024	LINC00888	100505687	3	183165396	183173801	1
ENSG00000201229	SNORA63	NA	3	183169645	183169776	1
ENSG00000253092	SNORA81	NA	3	183170355	183170552	1
ENSG00000199363	SNORA63	NA	3	183171602	183171732	1
ENSG00000251730	SNORA4	NA	3	183171916	183172050	1
ENSG00000271682	RP11-393B14.2	NA	3	183180639	183180989	-1
ENSG00000172578	KLHL6	89857	3	183205319	183273477	-1
ENSG00000242522	KLHL6-AS1	NA	3	183266523	183270114	1
ENSG00000243584	RP11-14I2.2	NA	3	183331408	183334530	1
ENSG00000114796	KLHL24	54800	3	183353356	183402265	1
ENSG00000163872	YEATS2	55689	3	183415606	183530413	1
ENSG00000216166	AC131160.1	NA	3	183520263	183520341	-1
ENSG00000233885	YEATS2-AS1	NA	3	183524245	183528571	-1
ENSG00000180834	MAP6D1	79929	3	183533664	183543382	-1
ENSG00000175193	PARL	55486	3	183547173	183602721	-1
ENSG00000234371	RP11-315J22.5	NA	3	183602712	183606237	1
ENSG00000263932	MIR4448	100616127	3	183604588	183604673	1
ENSG00000233441	CYP2AB1P	NA	3	183613688	183628724	-1
ENSG00000114770	ABCC5	10057	3	183637722	183735803	-1
ENSG00000223882	ABCC5-AS1	100873982	3	183724126	183729207	1
ENSG00000223529	EEF1A1P8	NA	3	183744157	183745544	-1
ENSG00000186090	HTR3D	200909	3	183749332	183757157	1
ENSG00000178084	HTR3C	170572	3	183770835	183778459	1
ENSG00000233576	RP11-778D9.9	NA	3	183794567	183802007	1
ENSG00000207351	Y_RNA	NA	3	183804579	183804691	-1
ENSG00000238020	HTR3E-AS1	NA	3	183812906	183822966	-1
ENSG00000186038	HTR3E	285242	3	183814852	183824783	1
ENSG00000205955	HSP90AA5P	NA	3	183833140	183835686	1
ENSG00000273181	RP11-778D9.13	101930555	3	183850730	183851349	-1
ENSG00000272721	RP11-778D9.12	NA	3	183851807	183853026	-1
ENSG00000145191	EIF2B5	8893	3	183852826	184402546	1
ENSG00000228205	RP11-778D9.4	NA	3	183867492	183868223	1
ENSG00000161202	DVL3	1857	3	183873176	183891398	1
ENSG00000161203	AP2M1	1173	3	183892477	183901879	1
ENSG00000161204	ABCF3	55324	3	183903811	183911800	1
ENSG00000145198	VWA5B2	90113	3	183948217	183960117	1
ENSG00000221120	MIR1224	100187716	3	183959193	183959277	1
ENSG00000214160	ALG3	10195	3	183960089	183967336	-1
ENSG00000145194	ECE2	9718	3	183967438	184010819	1
ENSG00000163888	CAMK2N2	94032	3	183977001	183979251	-1
ENSG00000175166	PSMD2	5708	3	184016497	184026842	1
ENSG00000114867	EIF4G1	1981	3	184032283	184053146	1
ENSG00000212158	SNORD66	692107	3	184043484	184043559	1
ENSG00000175182	FAM131A	131408	3	184053714	184064063	1
ENSG00000114859	CLCN2	1181	3	184063973	184079439	-1
ENSG00000163882	POLR2H	5437	3	184079506	184086384	1
ENSG00000090534	THPO	7066	3	184089723	184095932	-1
ENSG00000090539	CHRD	8646	3	184097861	184108524	1
ENSG00000224153	RP11-433C9.2	NA	3	184119325	184157436	1
ENSG00000227509	EIF2B5-IT1	NA	3	184222901	184226187	1
ENSG00000230215	EIF2B5-AS1	NA	3	184264502	184274706	-1
ENSG00000182580	EPHB3	2049	3	184279572	184300197	1
ENSG00000177383	MAGEF1	64110	3	184428156	184429836	-1
ENSG00000272970	RP11-329B9.4	100505710	3	184451863	184456737	1
ENSG00000273403	RP11-329B9.3	NA	3	184459725	184460250	1
ENSG00000272922	RP11-329B9.5	NA	3	184460606	184461072	1
ENSG00000229433	RP11-329B9.1	101928992	3	184474177	184490943	-1
ENSG00000156931	VPS8	23355	3	184529931	184770402	1
ENSG00000187068	C3orf70	285382	3	184795838	184870802	-1
ENSG00000223358	EHHADH-AS1	339926	3	184880659	184909743	1
ENSG00000113790	EHHADH	1962	3	184908412	184999778	-1
ENSG00000229704	EIF2S2P2	NA	3	184963248	184964229	-1
ENSG00000264614	MIR5588	100847054	3	184970998	184971060	-1
ENSG00000073803	MAP3K13	9175	3	185000729	185206885	1
ENSG00000229638	RPL4P4	NA	3	185135283	185136566	-1
ENSG00000239146	snoU13	NA	3	185160007	185160107	1
ENSG00000163900	TMEM41A	90407	3	185194284	185216845	-1
ENSG00000163898	LIPH	200879	3	185224050	185270401	-1
ENSG00000163904	SENP2	59343	3	185300284	185351339	1
ENSG00000236489	RP11-537I16.2	NA	3	185324363	185324661	1
ENSG00000073792	IGF2BP2	10644	3	185361527	185542844	-1
ENSG00000163915	C3orf65	NA	3	185430316	185447575	1
ENSG00000265470	MIR548AQ	100847078	3	185485635	185485692	-1
ENSG00000136527	TRA2B	6434	3	185633694	185655924	-1
ENSG00000171658	RP11-443P15.2	NA	3	185677732	185698658	1
ENSG00000266670	RN7SL637P	NA	3	185699825	185700083	-1
ENSG00000244405	ETV5	2119	3	185764097	185828107	-1
ENSG00000234197	ETV5-AS1	NA	3	185796959	185798736	1
ENSG00000058866	DGKG	1608	3	185823457	186080026	-1
ENSG00000234548	RP11-78H24.1	NA	3	186158134	186168485	1
ENSG00000224406	RP11-48F14.1	253573	3	186172771	186211450	-1
ENSG00000226859	RP11-48F14.2	NA	3	186194516	186196159	1
ENSG00000213139	CRYGS	1427	3	186256230	186264491	-1
ENSG00000113838	TBCCD1	55171	3	186263862	186288332	-1
ENSG00000090520	DNAJB11	51726	3	186285192	186315061	1
ENSG00000145192	AHSG	197	3	186330712	186339107	1
ENSG00000090512	FETUB	26998	3	186353758	186370930	1
ENSG00000236524	RP11-134F2.2	NA	3	186359299	186383496	-1
ENSG00000113905	HRG	3273	3	186378005	186396029	1
ENSG00000225175	RP11-795A2.2	NA	3	186405118	186410295	1
ENSG00000226724	RP11-795A2.3	NA	3	186416309	186426363	1
ENSG00000197099	RP11-573D15.8	NA	3	186435038	186478330	-1
ENSG00000113889	KNG1	3827	3	186435065	186461743	1
ENSG00000226652	PSMD10P2	NA	3	186478893	186479564	1
ENSG00000207505	RNU6-1105P	NA	3	186489630	186489736	-1
ENSG00000230951	RP11-573D15.6	NA	3	186490378	186491265	1
ENSG00000263826	RP11-573D15.9	NA	3	186499569	186501968	-1
ENSG00000156976	EIF4A2	100302143	3	186500994	186507689	1
ENSG00000156976	EIF4A2	677847	3	186500994	186507689	1
ENSG00000156976	EIF4A2	619568	3	186500994	186507689	1
ENSG00000156976	EIF4A2	619567	3	186500994	186507689	1
ENSG00000156976	EIF4A2	6043	3	186500994	186507689	1
ENSG00000156976	EIF4A2	1974	3	186500994	186507689	1
ENSG00000238942	SNORD2	NA	3	186502585	186502653	1
ENSG00000200418	SNORA63	NA	3	186504112	186504234	1
ENSG00000221420	SNORA81	677847	3	186504464	186504641	1
ENSG00000200320	SNORA63	NA	3	186505089	186505220	1
ENSG00000263776	SNORA4	619568	3	186505401	186505538	1
ENSG00000163918	RFC4	5984	3	186507669	186524847	-1
ENSG00000231724	RP11-573D15.3	NA	3	186525481	186535910	1
ENSG00000232233	RP11-573D15.2	NA	3	186528669	186543310	-1
ENSG00000231982	RP11-573D15.1	NA	3	186544338	186545126	1
ENSG00000181092	ADIPOQ	9370	3	186560463	186576252	1
ENSG00000226482	ADIPOQ-AS1	100874095	3	186569675	186573912	-1
ENSG00000223803	RPS20P14	NA	3	186617987	186618346	1
ENSG00000233565	RP11-42D20.1	NA	3	186640075	186640542	-1
ENSG00000073849	ST6GAL1	6480	3	186648274	186796341	1
ENSG00000203632	AC007690.1	NA	3	186650337	186652182	1
ENSG00000163923	RPL39L	116832	3	186838736	186898696	-1
ENSG00000198491	RP11-208N14.4	101929106	3	186914878	186925417	-1
ENSG00000175077	RTP1	132112	3	186915274	186919253	1
ENSG00000127241	MASP1	5648	3	186935942	187009810	-1
ENSG00000136514	RTP4	64108	3	187086120	187089864	1
ENSG00000239093	snoU13	NA	3	187141103	187141207	1
ENSG00000228952	RP11-567G11.1	NA	3	187166633	187167238	1
ENSG00000157005	SST	6750	3	187386694	187388187	-1
ENSG00000198471	RTP2	344892	3	187416047	187420345	-1
ENSG00000228804	RP11-211G3.3	NA	3	187420101	187451637	1
ENSG00000113916	BCL6	604	3	187439165	187463515	-1
ENSG00000223401	RP11-211G3.2	NA	3	187461474	187463208	1
ENSG00000224049	RP11-30O15.1	NA	3	187513975	187523046	1
ENSG00000236864	RP11-44H4.1	NA	3	187650552	187664009	-1
ENSG00000224187	RP11-132N15.3	NA	3	187676563	187694195	-1
ENSG00000225058	RP11-132N15.1	NA	3	187715210	187721778	-1
ENSG00000236412	RP11-132N15.2	NA	3	187719488	187721194	-1
ENSG00000234238	RP11-430L16.1	NA	3	187824884	187864808	1
ENSG00000270959	LPP-AS2	339929	3	187868994	187871845	-1
ENSG00000145012	LPP	4026	3	187871072	188608460	1
ENSG00000213132	AC022498.1	NA	3	187896331	187898598	1
ENSG00000224563	LPP-AS1	100873917	3	188280026	188286454	-1
ENSG00000264114	AC063932.1	NA	3	188348429	188348490	-1
ENSG00000207651	MIR28	407020	3	188406569	188406654	1
ENSG00000234076	TPRG1-AS1	NA	3	188659504	188665428	-1
ENSG00000188001	TPRG1	285386	3	188665003	189043093	1
ENSG00000236182	RP11-297K7.1	NA	3	188707171	188707924	-1
ENSG00000230115	TPRG1-AS2	100874027	3	188956475	188958383	-1
ENSG00000073282	TP63	8626	3	189349205	189615068	1
ENSG00000227971	RP11-600G3.1	NA	3	189363116	189363255	-1
ENSG00000216058	MIR944	100126340	3	189547711	189547798	1
ENSG00000090530	LEPREL1	55214	3	189674517	189840226	-1
ENSG00000230077	MTAPP2	NA	3	189686819	189687650	-1
ENSG00000265045	RN7SL486P	NA	3	189831723	189832061	1
ENSG00000225764	LEPREL1-AS1	NA	3	189838753	189862635	1
ENSG00000252733	AC067718.1	NA	3	189861445	189861532	1
ENSG00000212489	RNU6-1109P	NA	3	189883206	189883312	-1
ENSG00000238077	NMNAT1P3	NA	3	189884553	189885440	1
ENSG00000163347	CLDN1	9076	3	190023490	190040264	-1
ENSG00000113946	CLDN16	10686	3	190040330	190129932	1
ENSG00000198398	TMEM207	131920	3	190146444	190167665	-1
ENSG00000196083	IL1RAP	3556	3	190231840	190375843	1
ENSG00000231047	GCNT1P3	NA	3	190342384	190342958	1
ENSG00000223117	RN7SKP296	NA	3	190359952	190360292	1
ENSG00000273370	RP11-268E23.2	NA	3	190377005	190377539	1
ENSG00000228730	RP11-95L3.2	NA	3	190415712	190416637	-1
ENSG00000232610	CCT6P4	NA	3	190432600	190434188	1
ENSG00000214147	RP11-332P22.2	NA	3	190548754	190549962	1
ENSG00000205835	GMNC	647309	3	190570666	190610218	-1
ENSG00000188729	OSTN	344901	3	190917030	190983404	1
ENSG00000233308	OSTN-AS1	NA	3	190931080	190952394	-1
ENSG00000188958	UTS2B	257313	3	190984957	191048325	-1
ENSG00000152492	CCDC50	152137	3	191046866	191116459	1
ENSG00000253548	PYDC2	152138	3	191178952	191179245	1
ENSG00000223812	RP11-197K6.1	NA	3	191275113	191308145	1
ENSG00000201860	Y_RNA	NA	3	191358924	191359026	1
ENSG00000200270	Y_RNA	NA	3	191359118	191359213	-1
ENSG00000237653	RP11-655G22.2	NA	3	191670138	191670615	-1
ENSG00000216020	AC026320.1	NA	3	191693743	191693813	1
ENSG00000232353	RP11-655G22.1	101929175	3	191747669	191754346	1
ENSG00000222583	RN7SKP222	NA	3	191810911	191811225	1
ENSG00000114279	FGF12	2257	3	191857184	192485553	-1
ENSG00000231383	FGF12-AS1	NA	3	191955826	192000886	1
ENSG00000230126	FGF12-AS2	NA	3	192232811	192234362	1
ENSG00000226709	FGF12-AS3	NA	3	192234620	192239187	1
ENSG00000238902	snoU13	NA	3	192251798	192251901	-1
ENSG00000200184	RNU1-20P	NA	3	192447344	192447505	-1
ENSG00000180611	MB21D2	151963	3	192514604	192635950	-1
ENSG00000232130	RP11-143P4.2	NA	3	192862253	192894653	-1
ENSG00000236229	VEZF1P1	NA	3	192873245	192874997	-1
ENSG00000127252	HRASLS	57110	3	192958914	192995527	1
ENSG00000187527	ATP13A5	344905	3	192992579	193096632	-1
ENSG00000236508	ATP13A5-AS1	NA	3	193025033	193032151	1
ENSG00000127249	ATP13A4	84239	3	193119866	193310900	-1
ENSG00000225473	ATP13A4-AS1	NA	3	193271002	193272877	1
ENSG00000236297	RP11-175P19.2	NA	3	193296601	193310879	-1
ENSG00000198836	OPA1	4976	3	193310933	193415612	1
ENSG00000224855	OPA1-AS1	100873941	3	193336398	193345126	-1
ENSG00000207370	Y_RNA	NA	3	193341978	193342090	1
ENSG00000243991	RN7SL447P	NA	3	193458262	193458510	-1
ENSG00000223986	RP11-528A4.3	NA	3	193483470	193483792	1
ENSG00000229155	RP11-528A4.2	NA	3	193560349	193561813	-1
ENSG00000214146	RP11-699L21.1	647323	3	193675161	193721448	-1
ENSG00000238043	RP11-699L21.2	NA	3	193698403	193723887	1
ENSG00000224403	DPPA2P3	NA	3	193711120	193711774	-1
ENSG00000230102	RP11-407B7.1	100505902	3	193723226	193788759	-1
ENSG00000230102	RP11-407B7.1	285389	3	193723226	193788759	-1
ENSG00000229964	RP11-135A1.3	NA	3	193809350	193826963	1
ENSG00000232874	RP11-135A1.2	NA	3	193848405	193848990	-1
ENSG00000114315	HES1	3280	3	193853934	193856521	1
ENSG00000242201	RN7SL215P	NA	3	193863463	193863756	1
ENSG00000225742	RP11-513G11.4	100505920	3	193920805	193967942	-1
ENSG00000238097	RP11-513G11.3	101929337	3	193965437	193975561	1
ENSG00000228271	RP11-513G11.2	NA	3	193994471	194005157	1
ENSG00000214145	LINC00887	NA	3	194014254	194030592	-1
ENSG00000178772	CPN2	1370	3	194060494	194072057	-1
ENSG00000172061	LRRC15	131578	3	194075976	194090472	-1
ENSG00000178732	GP5	2814	3	194115550	194119995	-1
ENSG00000133657	ATP13A3	79572	3	194123401	194219093	-1
ENSG00000271483	RP11-384A12.1	NA	3	194192652	194192814	1
ENSG00000233058	LINC00884	401106	3	194208183	194239008	1
ENSG00000244675	AC108676.1	100507033	3	194217046	194222232	-1
ENSG00000252053	RNU6-1101P	NA	3	194254232	194254312	-1
ENSG00000232873	AC046143.6	NA	3	194283707	194284730	-1
ENSG00000231770	TMEM44-AS1	100507297	3	194304740	194310989	1
ENSG00000145014	TMEM44	93109	3	194308402	194354418	-1
ENSG00000229334	AC046143.3	NA	3	194353652	194366130	1
ENSG00000272707	RP11-534C12.1	NA	3	194358234	194358393	-1
ENSG00000041802	LSG1	55341	3	194361517	194393206	-1
ENSG00000266447	AC046143.2	NA	3	194370319	194370419	1
ENSG00000221718	AC046143.1	NA	3	194387894	194387945	-1
ENSG00000185112	FAM43A	131583	3	194406622	194409762	1
ENSG00000233987	AC106706.1	NA	3	194426277	194427693	1
ENSG00000237222	AC090505.6	100507391	3	194429150	194502897	1
ENSG00000234805	AC090505.5	NA	3	194476318	194478151	1
ENSG00000230401	AC090505.4	NA	3	194485967	194489441	-1
ENSG00000238031	AC090505.1	NA	3	194548619	194553321	1
ENSG00000173950	XXYLT1	152002	3	194789008	194991896	-1
ENSG00000233303	XXYLT1-AS1	100874528	3	194815317	194816786	1
ENSG00000265333	MIR3137	100422926	3	194855235	194855309	-1
ENSG00000244314	RN7SL36P	NA	3	194867459	194867732	-1
ENSG00000230266	XXYLT1-AS2	101410543	3	194868600	194873519	1
ENSG00000206600	RNU6-25P	NA	3	194935516	194935622	1
ENSG00000114331	ACAP2	23527	3	194995465	195163807	-1
ENSG00000229325	ACAP2-IT1	NA	3	195001452	195003470	-1
ENSG00000227433	AC069213.4	NA	3	195070393	195070759	1
ENSG00000207368	Y_RNA	NA	3	195140165	195140275	-1
ENSG00000184203	PPP1R2	5504	3	195241221	195270209	-1
ENSG00000252620	RNU6ATAC24P	NA	3	195249885	195250019	-1
ENSG00000223711	AC091633.3	101930485	3	195270871	195277400	1
ENSG00000236844	AC091633.2	NA	3	195281428	195281901	1
ENSG00000236425	AC090018.1	NA	3	195288085	195288450	-1
ENSG00000189058	APOD	347	3	195295573	195311076	-1
ENSG00000224769	AC069213.1	NA	3	195341818	195347104	1
ENSG00000272792	RP11-141C7.4	NA	3	195366861	195367331	1
ENSG00000271662	RP11-141C7.3	NA	3	195377017	195378343	-1
ENSG00000229178	AC069513.4	NA	3	195382436	195384798	-1
ENSG00000242086	LINC00969	NA	3	195384933	195460422	1
ENSG00000215837	SDHAP2	NA	3	195384967	195412775	1
ENSG00000207650	MIR570	693155	3	195426272	195426368	1
ENSG00000176945	MUC20	200958	3	195447753	195467994	1
ENSG00000145113	MUC4	4585	3	195473636	195539148	-1
ENSG00000223783	AC124944.5	101929697	3	195563064	195587275	-1
ENSG00000235836	AC124944.4	NA	3	195570857	195571467	1
ENSG00000061938	TNK2	10188	3	195590235	195638816	-1
ENSG00000224614	TNK2-AS1	NA	3	195634947	195638128	1
ENSG00000226155	AC124944.3	NA	3	195638920	195640857	1
ENSG00000273009	RP11-352G9.1	NA	3	195639949	195640554	-1
ENSG00000266730	RN7SL773P	NA	3	195647715	195648000	-1
ENSG00000239122	RNU2-11P	NA	3	195655460	195655646	-1
ENSG00000231443	AC024937.6	NA	3	195664114	195665610	1
ENSG00000260261	RP11-480A16.1	NA	3	195676059	195679566	-1
ENSG00000185485	SDHAP1	727956	3	195686619	195717189	-1
ENSG00000185485	SDHAP1	255812	3	195686619	195717189	-1
ENSG00000231464	AC024937.4	NA	3	195723609	195725104	1
ENSG00000072274	TFRC	7037	3	195754054	195809060	-1
ENSG00000228413	AC024937.2	NA	3	195771566	195772125	1
ENSG00000252174	RNU7-18P	NA	3	195799690	195799751	1
ENSG00000224652	LINC00885	401109	3	195869507	195887761	1
ENSG00000163958	ZDHHC19	131540	3	195924320	195938308	-1
ENSG00000222335	Y_RNA	NA	3	195929220	195929324	1
ENSG00000163959	SLC51A	200931	3	195938358	195970049	1
ENSG00000161217	PCYT1A	5130	3	195941093	196014828	-1
ENSG00000272741	RP11-447L10.1	NA	3	195975101	196045093	-1
ENSG00000228028	AC069257.8	NA	3	195977413	195978525	1
ENSG00000213123	TCTEX1D2	255758	3	196018090	196045170	-1
ENSG00000237418	AC069257.6	NA	3	196024932	196025086	-1
ENSG00000273331	TM4SF19	116211	3	196042953	196065244	-1
ENSG00000235897	TM4SF19-AS1	NA	3	196045201	196052441	1
ENSG00000145107	TM4SF19	116211	3	196046213	196065374	-1
ENSG00000212146	RNU6-910P	NA	3	196068480	196068586	-1
ENSG00000163960	UBXN7	26043	3	196074533	196159345	-1
